Order Date,Delivery Date,Customer Name,CustomerID,City,Country,Country Code, Cost,Sales,Quantity,Discount,Delivery Cost,MenuID,Course Name,Cuisine Name,Starter Name,Desert Name,Drink,Sides
03/10/2020,13/08/2020,Webster Lomax,88,Batelov,Czech Republic,CZ,310,465,2,37.04,40,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
13/10/2022,18/09/2021,Vincent Boarer,900,Kastsyukovichy,Belarus,BY,225,337.5,1,24,37.08,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
28/01/2021,18/10/2022,Dietrich Feetham,369,Manhiça,Mozambique,MZ,190,285,2,10,97.27,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
21/06/2022,18/06/2020,Charita Bosworth,961,Pisz,Poland,PL,98,147,3,53.53,94.01,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
23/01/2022,17/06/2022,Basil Slarke,750,Mamonovo,Russia,RU,168.27,252.41,2,23,24.21,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
23/11/2019,10/05/2021,Dicky Van der Son,917,Nizhnyaya Omka,Russia,RU,124.62,186.93,1,73.09,67.14,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
21/12/2019,10/04/2020,Kali Avis,797,Rodotópi,Greece,GR,144.09,216.14,3,20.33,77.04,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
05/08/2021,12/04/2021,Zebedee Spafford,903,Pasirmukti,Indonesia,ID,101.6,152.4,3,9.12,53.91,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
31/05/2021,15/10/2019,Alexandr McGill,282,Miliangju,China,CN,93.13,139.7,2,67.77,82.12,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
13/11/2019,06/02/2020,Lulu Hastin,386,Sandaoba,China,CN,44.57,66.86,1,35.44,81.13,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
09/02/2021,23/07/2020,Ardenia Lobb,867,Muzhijie,China,CN,91.84,137.76,2,31.2,34.47,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
29/11/2020,09/02/2020,Cissy Blondelle,26,Zhukovskiy,Russia,RU,133.17,199.76,3,61.49,94.12,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
17/09/2022,24/03/2022,Jill O'Sirin,5,Shiogama,Japan,JP,52.08,78.12,2,91.14,60.59,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
02/10/2021,18/02/2021,Tommi Durham,634,Kertorejo,Indonesia,ID,83.99,125.99,1,97.48,95.67,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
04/06/2021,08/04/2020,Adham Heyns,804,Bila Tserkva,Ukraine,UA,69.38,104.07,3,68.89,98.8,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
04/12/2022,02/10/2021,Shandeigh Andreas,347,Silveiros,Portugal,PT,119.8,179.7,3,47.84,1.11,65,Carbonara,Turkish,Falafel,Affogato,Roma Red wine,Focaccia
21/10/2019,09/04/2020,Ram Chaudhry,344,Lüderitz,Namibia,NA,125,187.5,2,94.76,34.25,66,Kabasa,Greek,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
18/06/2021,27/02/2021,Mattie Winyard,123,Baitian,China,CN,235,352.5,1,20,90.73,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
22/04/2020,05/07/2021,Forester Buxcey,566,Biguaçu,Brazil,BR,75,112.5,2,15,68.1,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
05/05/2022,27/12/2022,Crysta Garratty,552,Tambong,Philippines,PH,220,330,3,10.52,26.88,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
09/03/2020,24/05/2022,Waylan Grieve,999,Lang,China,CN,320,480,2,11.23,81.75,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
12/04/2022,18/04/2021,Ermina Kitter,463,Dongzaogang,China,CN,210,315,1,51.05,34.11,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
28/06/2020,13/02/2021,Raymond Cranage,534,Tebluru,Indonesia,ID,310,465,3,89.84,40.64,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
07/01/2021,21/03/2022,Kore Smurfit,293,Gedangan,Indonesia,ID,225,337.5,3,17.4,42.55,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
30/09/2020,11/08/2020,Desdemona Dobbinson,149,Zaozerne,Ukraine,UA,190,285,2,91.41,27.72,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
01/11/2019,29/01/2022,Elora Eliesco,18,Chişinău,Moldova,MD,98,147,1,9.71,76.57,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
09/05/2020,04/11/2020,Annaliese Cowill,976,Matagalpa,Nicaragua,NI,168.27,252.41,2,80.34,52.89,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
07/07/2022,21/08/2020,Nadean Elves,904,Pardubice,Czech Republic,CZ,124.62,186.93,3,54.08,33.88,4,Carbonara,Turkish,Tomato bread,Affogato,Roma Red wine,Focaccia
19/06/2021,16/08/2021,Burgess Hancill,471,Mananjary,Madagascar,MG,144.09,216.14,2,98.01,51.49,5,Kabasa,Greek,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
26/10/2022,02/10/2021,Alvan Winspare,317,Bayanaūyl,Kazakhstan,KZ,101.6,152.4,1,99.24,40.12,6,Shwarma,Italian,Hummus,Baklava,Turkish Coffee,Fries
24/03/2021,17/01/2021,Ethelbert Cordeux,977,Kittilä,Finland,FI,93.13,139.7,3,30,79.15,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
24/11/2021,22/12/2020,Gilberta Sabberton,321,El Rincón,Panama,PA,44.57,66.86,3,37.04,76.19,8,Bean soup,Turkish,Flatbread,Ice cream,Corfu Red Wine,Potato salad
23/07/2022,19/08/2020,Reginauld Kelemen,328,Paris 01,France,FR,91.84,137.76,2,24,88.95,9,Pizza,Greek,Minestrone,Cheesecake,Italian Coffee,Bruschetta
19/06/2021,17/12/2020,Merrill Sawford,136,Nggambel,Indonesia,ID,133.17,199.76,1,10,38.71,10,Carbonara,Italian,Tomato bread,Affogato,Roma Red wine,Focaccia
28/03/2020,15/08/2021,Jackelyn Jacox,612,Biga,Philippines,PH,52.08,78.12,2,53.53,95.04,11,Kabasa,Italian,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
30/09/2020,15/04/2022,Rene Garn,150,Ngora,Uganda,UG,83.99,125.99,3,23,14.62,12,Shwarma,Turkish,Hummus,Baklava,Turkish Coffee,Fries
14/03/2022,20/10/2020,Araldo Gutman,759,Gunziying,China,CN,69.38,104.07,2,73.09,97.35,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
02/03/2022,19/02/2021,Stewart Keppe,621,Salzburg,Austria,AT,119.8,179.7,1,20.33,72.19,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
19/02/2021,15/11/2021,Fidelity Banham,674,Thap Than,Thailand,TH,125,187.5,3,9.12,32.18,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
25/07/2021,04/04/2021,Zorana Diggin,55,Baidian,China,CN,235,352.5,3,67.77,84.32,4,Carbonara,Turkish,Tomato bread,Affogato,Roma Red wine,Focaccia
28/11/2020,17/09/2022,Grenville Bottomore,451,Siliana,Tunisia,TN,75,112.5,2,35.44,16.43,5,Kabasa,Greek,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
27/08/2020,14/10/2020,Julina Di Franceschi,558,Liangkou,China,CN,220,330,1,31.2,29.68,6,Shwarma,Italian,Hummus,Baklava,Turkish Coffee,Fries
24/08/2022,31/05/2022,Natty Murt,163,Nyamanari,Gambia,GM,320,480,2,61.49,17.98,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
11/06/2022,22/03/2020,Phillipe Ropartz,323,Lukunor,Micronesia,FM,210,315,3,91.14,63.49,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
25/03/2021,09/02/2021,Douglas O' Cloney,713,Buracan,Philippines,PH,310,465,2,97.48,22.11,14,Pizza,Greek,Flatbread,Cheesecake,Italian Coffee,Bruschetta
04/07/2020,08/01/2020,Adrianne Freeland,15,Saint-Leu-la-Forêt,France,FR,225,337.5,1,68.89,11.59,15,Carbonara,Italian,Minestrone,Affogato,Roma Red wine,Focaccia
15/06/2020,08/11/2020,Maisie Matyushkin,435,Zhenlong,China,CN,190,285,3,47.84,21.36,16,Kabasa,Italian,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
29/04/2021,26/01/2022,Lew Allot,285,Quinta da Courela,Portugal,PT,98,147,3,94.76,79.73,17,Shwarma,Turkish,Falafel,Baklava,Turkish Coffee,Fries
11/02/2021,06/11/2022,Fairfax Seniour,910,Destrnik,Slovenia,SI,168.27,252.41,2,20,15.22,18,Greek salad,Greek,Hummus,Greek yoghurt,Athens White wine,Tapas
08/08/2022,20/08/2021,Vania Gilding,591,Coronel Vivida,Brazil,BR,124.62,186.93,1,15,65.41,19,Bean soup,Italian,Olives,Ice cream,Corfu Red Wine,Potato salad
14/07/2021,23/10/2022,Aime Ferry,937,Sacramento,United States,US,144.09,216.14,2,10.52,2.73,20,Pizza,Italian,Flatbread,Cheesecake,Italian Coffee,Bruschetta
08/01/2022,24/12/2019,Waldo Tomkiss,265,Loivos,Portugal,PT,101.6,152.4,3,11.23,23.13,21,Carbonara,Turkish,Minestrone,Affogato,Roma Red wine,Focaccia
18/08/2019,01/04/2022,Ely Doodson,577,Xiaji,China,CN,93.13,139.7,2,51.05,1.29,22,Kabasa,Greek,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
17/06/2022,24/03/2021,Cate Pagitt,887,Cancas,Peru,PE,44.57,66.86,1,89.84,95.47,23,Shwarma,Italian,Falafel,Baklava,Turkish Coffee,Fries
29/06/2022,21/06/2020,Johnette Haitlie,160,Biankouma,Ivory Coast,CI,91.84,137.76,3,17.4,68.15,24,Greek salad,Italian,Hummus,Greek yoghurt,Athens White wine,Tapas
20/02/2021,01/07/2020,Aldric Jerman,757,Longtian,China,CN,133.17,199.76,3,91.41,67.86,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
07/02/2022,25/04/2021,Maybelle Bellows,521,Viking,Canada,CA,52.08,78.12,2,9.71,75.78,14,Pizza,Greek,Flatbread,Cheesecake,Italian Coffee,Bruschetta
27/07/2019,20/04/2022,Merlina Lermit,814,Allentown,United States,US,83.99,125.99,1,80.34,37.47,15,Carbonara,Italian,Minestrone,Affogato,Roma Red wine,Focaccia
02/11/2021,18/02/2021,Livvyy Grombridge,91,Aracruz,Brazil,BR,69.38,104.07,2,54.08,71.27,16,Kabasa,Italian,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
07/11/2022,07/09/2022,Tibold MacGorley,464,Waiklibang,Indonesia,ID,119.8,179.7,3,98.01,9.14,17,Shwarma,Turkish,Falafel,Baklava,Turkish Coffee,Fries
27/09/2020,29/01/2022,Madelin Giacomi,254,Marmashen,Armenia,AM,125,187.5,2,99.24,23.55,18,Greek salad,Greek,Hummus,Greek yoghurt,Athens White wine,Tapas
08/07/2020,14/11/2019,Arnie Jay,455,Ulimonong,Indonesia,ID,235,352.5,1,30,49.99,19,Bean soup,Italian,Olives,Ice cream,Corfu Red Wine,Potato salad
30/09/2019,28/11/2019,Berenice Marples,774,Krasnyy Luch,Ukraine,UA,75,112.5,3,37.04,69.3,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
04/06/2020,12/12/2022,Marys Offen,720,Oberá,Argentina,AR,220,330,3,24,45.19,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
13/01/2021,10/08/2020,Dacey Witherden,927,General José de San Martín,Argentina,AR,320,480,2,10,95.17,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
20/05/2020,01/10/2022,Chloette Pyke,606,Hexing,China,CN,210,315,1,53.53,12.29,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
11/08/2020,23/03/2021,Kameko Cockton,915,Bang Rak,Thailand,TH,310,465,2,23,71.09,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
04/07/2020,26/04/2022,Rayner Lukianovich,252,Dampit,Indonesia,ID,225,337.5,3,73.09,2.96,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
29/05/2020,04/02/2022,Donella Tomasini,399,Tromsø,Norway,NO,190,285,2,20.33,12.42,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
24/11/2022,22/01/2022,Dennison Qusklay,778,Mont-de-Marsan,France,FR,98,147,1,9.12,28.42,32,Carbonara,Italian,Flatbread,Affogato,Roma Red wine,Focaccia
13/06/2021,15/07/2022,Orel Gawthrope,327,Ḩawsh ‘Īsá,Egypt,EG,168.27,252.41,3,67.77,48.27,33,Kabasa,Italian,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
23/01/2021,16/09/2021,Harriett O'Sirin,367,Aveiras de Cima,Portugal,PT,124.62,186.93,3,35.44,15.31,34,Shwarma,Turkish,Tomato bread,Baklava,Turkish Coffee,Fries
22/02/2020,01/06/2020,Mona Rudwell,158,Obiaruku Quarters,Nigeria,NG,144.09,216.14,2,31.2,53.96,35,Greek salad,Greek,Falafel,Greek yoghurt,Athens White wine,Tapas
09/01/2022,05/06/2020,Britta Barday,200,Mersam,Indonesia,ID,101.6,152.4,1,61.49,63.3,36,Bean soup,Italian,Hummus,Ice cream,Corfu Red Wine,Potato salad
01/05/2022,20/03/2020,Zita Coldbath,139,Zala,China,CN,93.13,139.7,2,91.14,69.98,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
01/01/2020,24/08/2021,Phillis Denley,675,Lawonda,Indonesia,ID,44.57,66.86,3,97.48,5.11,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
09/08/2020,11/11/2022,Sandor Barradell,751,Cangkreng,Indonesia,ID,91.84,137.76,2,68.89,2.44,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
12/11/2020,11/12/2022,Rowena Santori,668,Kłomnice,Poland,PL,133.17,199.76,1,47.84,88.13,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
29/07/2021,05/06/2022,Licha Verden,865,Manaus,Brazil,BR,52.08,78.12,3,94.76,45.1,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
03/10/2019,27/04/2021,Anabelle Dominelli,971,Kalávryta,Greece,GR,83.99,125.99,3,20,82.69,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
29/07/2020,15/01/2020,Philomena Petracchi,61,Sosnovka,Russia,RU,69.38,104.07,2,15,83.03,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
25/04/2020,17/11/2022,Annaliese Brunsden,261,Düsseldorf,Germany,DE,119.8,179.7,1,10.52,84.78,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
22/06/2022,30/12/2021,Kym Lepard,345,Vales,Portugal,PT,125,187.5,2,11.23,31.42,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
11/09/2021,30/05/2021,Haily Izakoff,380,Villiers,South Africa,ZA,235,352.5,3,51.05,62.45,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
11/09/2020,05/12/2021,Junie Older,869,Shīrvān,Iran,IR,75,112.5,2,89.84,87.14,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
30/05/2021,30/12/2021,Currie Fidell,676,Kasangulu,Democratic Republic of the Congo,CD,220,330,1,17.4,7.61,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
25/04/2020,11/12/2020,Estele Schultze,575,Tisul’,Russia,RU,320,480,3,91.41,35.76,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
21/03/2021,28/03/2022,Ber Dillet,590,Trinity Ville,Jamaica,JM,210,315,3,9.71,80.41,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
27/09/2022,19/07/2021,Merill Leyninye,348,Ustrzyki Dolne,Poland,PL,310,465,2,80.34,54.17,44,Kabasa,Greek,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
27/04/2022,12/08/2022,Herve Tunmore,382,Raffingora,Zimbabwe,ZW,225,337.5,1,54.08,75,45,Shwarma,Italian,Minestrone,Baklava,Turkish Coffee,Fries
01/08/2020,05/03/2022,Armstrong Collerd,689,Lallayug,Philippines,PH,190,285,2,98.01,86.7,46,Greek salad,Italian,Tomato bread,Greek yoghurt,Athens White wine,Tapas
23/09/2022,08/03/2020,Allyce Mantione,709,Tosno,Russia,RU,98,147,3,99.24,97.38,47,Bean soup,Turkish,Falafel,Ice cream,Corfu Red Wine,Potato salad
03/11/2022,18/12/2022,Sue Voyce,792,Datong,China,CN,168.27,252.41,2,30,5.5,48,Pizza,Greek,Hummus,Cheesecake,Italian Coffee,Bruschetta
25/06/2020,09/12/2020,Teriann Olivari,429,Assiniboia,Canada,CA,124.62,186.93,1,37.04,85.02,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
20/07/2020,23/10/2020,Dalila Baldree,618,Adamstown,Pitcairn,PN,144.09,216.14,3,24,37.31,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
24/05/2022,06/03/2022,Becki Bonsall,605,Shanglaxiu,China,CN,101.6,152.4,3,10,88.46,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
18/11/2020,29/08/2021,Valma Brideau,755,Nizhniy Tsasuchey,Russia,RU,93.13,139.7,2,53.53,40.45,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
04/04/2022,01/12/2020,Zach Bondley,132,Lampa,Indonesia,ID,44.57,66.86,1,23,82,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
06/09/2021,22/10/2020,Katherine Midson,85,Tomaševac,Serbia,RS,91.84,137.76,2,73.09,19.23,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
01/04/2021,23/12/2022,Alisander Cornelisse,530,Prokhorovka,Russia,RU,133.17,199.76,3,20.33,23.7,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
02/04/2020,01/03/2020,Fax Rojahn,610,Fukiage-fujimi,Japan,JP,52.08,78.12,2,9.12,33.39,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
27/10/2021,07/02/2022,Hymie Meadowcroft,650,Arias,Argentina,AR,83.99,125.99,1,67.77,50.68,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
21/02/2022,17/04/2022,Steffie Slemmonds,440,Sangba,China,CN,69.38,104.07,3,35.44,41.52,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
10/01/2020,23/12/2019,Melessa Lecordier,445,Gradishtë,Albania,AL,119.8,179.7,3,31.2,67.13,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
19/08/2022,21/05/2020,Gardy Neljes,970,Ihuari,Peru,PE,125,187.5,2,61.49,47.99,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
16/07/2019,22/08/2022,Chrotoem Estevez,75,Ayabaca,Peru,PE,235,352.5,1,91.14,22.97,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
13/10/2020,06/01/2023,Cori Percifer,911,El Limon,Mexico,MX,75,112.5,2,97.48,62.99,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
12/03/2020,29/06/2020,Melisse Southeran,6,Pohrebyshche,Ukraine,UA,220,330,3,68.89,80.79,56,Shwarma,Turkish,Flatbread,Baklava,Turkish Coffee,Fries
23/10/2022,09/11/2022,Maressa Fruish,870,Wāling,Nepal,NP,320,480,2,47.84,6.88,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
30/01/2021,20/09/2021,Moishe Constant,570,Grudë-Fushë,Albania,AL,210,315,1,94.76,79.07,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
29/09/2019,10/12/2021,Jakie Bullan,785,Taboão da Serra,Brazil,BR,310,465,3,20,18.74,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
18/05/2020,14/02/2021,Deloria Hannen,881,Alebtong,Uganda,UG,225,337.5,3,15,15.15,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
25/06/2022,14/08/2020,Lucho McGerraghty,329,Dangbigih,Indonesia,ID,190,285,2,10.52,39.81,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
02/09/2021,15/09/2020,Dwain Eccott,268,Kallar Kahār,Pakistan,PK,98,147,1,11.23,22.93,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
23/11/2022,09/01/2022,Jerome Ovitts,696,Guanagazapa,Guatemala,GT,168.27,252.41,2,51.05,69.65,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
04/06/2020,04/02/2020,Janith Bowra,423,Geidam,Nigeria,NG,124.62,186.93,3,89.84,46.94,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
27/04/2022,20/09/2020,Essy Licence,292,Toledo,Philippines,PH,144.09,216.14,2,17.4,22.59,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
22/07/2022,12/05/2020,Rosaleen Ionnisian,974,Qŭrghontepa,Uzbekistan,UZ,101.6,152.4,1,91.41,31.08,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
01/11/2020,08/02/2021,Titos Edgcumbe,850,Katoúna,Greece,GR,93.13,139.7,3,9.71,41.56,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
21/06/2021,27/11/2020,Sullivan Eddoes,271,Barqueiro,Portugal,PT,44.57,66.86,3,80.34,27.66,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
18/07/2020,30/11/2021,Flem Haibel,177,Koesan,South Korea,KR,91.84,137.76,2,54.08,56.36,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
20/08/2022,15/12/2020,Gualterio Backshall,49,Telêmaco Borba,Brazil,BR,133.17,199.76,1,98.01,19.52,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
02/12/2021,14/11/2020,Chauncey Barrott,775,Langpas,Philippines,PH,52.08,78.12,2,99.24,58.53,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
05/04/2022,22/07/2020,Lana Boyne,335,Jinshi,China,CN,83.99,125.99,3,30,62.25,65,Carbonara,Turkish,Falafel,Affogato,Roma Red wine,Focaccia
03/08/2021,26/12/2021,Mickie Alred,579,Inashiki,Japan,JP,69.38,104.07,2,37.04,4.39,66,Kabasa,Greek,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
26/09/2019,10/11/2022,Kellyann Sambells,246,Brongkalan,Indonesia,ID,119.8,179.7,1,24,93.67,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
20/09/2020,19/02/2022,Alexia Candelin,991,Vihti,Finland,FI,125,187.5,3,10,24.52,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
05/09/2019,17/12/2020,Bianka McLanaghan,627,Sangkulirang,Indonesia,ID,235,352.5,3,53.53,10.59,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
24/05/2021,29/12/2022,Pansie Alldis,494,Złotniki,Poland,PL,75,112.5,2,23,22.25,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
29/09/2021,30/10/2020,Olly Dobbinson,20,Lukovë,Albania,AL,220,330,1,73.09,61.96,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
17/08/2020,30/04/2020,Hale Danilchik,169,Kaducondong,Indonesia,ID,320,480,2,20.33,32.94,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
19/08/2022,01/10/2020,Sandy Rubinowicz,273,Guilin,China,CN,210,315,3,9.12,72.56,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
25/08/2019,14/09/2022,Lucais Sewards,580,Meishan,China,CN,310,465,2,67.77,35.68,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
23/10/2020,24/06/2022,Joye MacHostie,905,Novoye Leushino,Russia,RU,225,337.5,1,35.44,56.88,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
11/12/2019,28/09/2022,Celinda Mamwell,662,Lela,Indonesia,ID,190,285,3,31.2,43.48,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
26/07/2021,23/10/2020,Norby Foord,9,Koryčany,Czech Republic,CZ,98,147,3,61.49,77.08,65,Carbonara,Turkish,Falafel,Affogato,Roma Red wine,Focaccia
17/10/2022,30/11/2019,Malinde Blunn,371,Dusun Tengah Cihaurbeuti,Indonesia,ID,168.27,252.41,2,91.14,39.54,66,Kabasa,Greek,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
17/05/2022,24/03/2021,Harry Beak,939,Zhoukou,China,CN,124.62,186.93,1,97.48,60.62,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
25/06/2022,22/03/2020,Rafferty Guyonneau,313,Santa Magdalena,Philippines,PH,144.09,216.14,2,68.89,23.21,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
24/02/2020,30/11/2021,Marice Leavens,248,Zhongxin,China,CN,101.6,152.4,3,47.84,78.77,8,Bean soup,Turkish,Flatbread,Ice cream,Corfu Red Wine,Potato salad
26/01/2022,22/09/2021,Melinda O'Brogan,996,Tibro,Sweden,SE,93.13,139.7,2,94.76,37.54,9,Pizza,Greek,Minestrone,Cheesecake,Italian Coffee,Bruschetta
24/10/2020,27/12/2020,Brook Begent,185,Ikšķile,Latvia,LV,44.57,66.86,1,20,13.32,10,Carbonara,Italian,Tomato bread,Affogato,Roma Red wine,Focaccia
18/10/2021,18/10/2021,Ario Meekin,58,Longju,China,CN,91.84,137.76,3,15,9.06,11,Kabasa,Italian,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
05/06/2020,22/10/2019,Schuyler Walewski,436,Inglewood,United States,US,133.17,199.76,3,10.52,12.22,12,Shwarma,Turkish,Hummus,Baklava,Turkish Coffee,Fries
05/11/2019,04/03/2021,Ariadne Copeland,166,Phoenix,United States,US,52.08,78.12,2,11.23,48.03,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
18/12/2019,23/03/2021,Tamma Clink,741,Charlotte,United States,US,83.99,125.99,1,51.05,40.77,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
09/10/2021,14/11/2019,Jaynell Alty,802,Delta del Tigre,Uruguay,UY,69.38,104.07,2,89.84,79.95,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
